term,definition,source,page
Ekagrata,"One-pointedness of the mind; concentration,",Glossary_Sanskrit_Terms.pdf,53
Ekamevadvitiyam,"One alone, without a second; Brahman.",Glossary_Sanskrit_Terms.pdf,54
Ekamsa,One portion or fraction.,Glossary_Sanskrit_Terms.pdf,54
Ekanta,Solitude; seclusion.,Glossary_Sanskrit_Terms.pdf,54
Ekantabhava,Feeling of isolation or solitariness.,Glossary_Sanskrit_Terms.pdf,54
Ekantavada,Monism.,Glossary_Sanskrit_Terms.pdf,54
Ekantika,Final or ultimate; the Absolute.,Glossary_Sanskrit_Terms.pdf,54
Ekarasa,Homogeneous; uniform; one essence; Brahman.,Glossary_Sanskrit_Terms.pdf,54
Ekarnava,"One boundless sea in which state the universe is described figuratively to exist during the dissolution—the potential causes of the next creation being described as the waters, Karana Sarira, of this all-pervading sea.",Glossary_Sanskrit_Terms.pdf,54
Ekata,Oneness; homogeneity; absoluteness.,Glossary_Sanskrit_Terms.pdf,54
Ekatva,Unity; oneness.,Glossary_Sanskrit_Terms.pdf,54
Ekayana,"Union of thoughts; monotheism. Eko’ham bahusyam: May I, the One, become many; this describes the primal idea which manifested itself from the One Undivided Being prior to creation.",Glossary_Sanskrit_Terms.pdf,54
Eshanatrayam,"Three kinds of desires, viz., desire for wealth, son and wife.",Glossary_Sanskrit_Terms.pdf,54
Evam,Thus; so; in this manner. G,Glossary_Sanskrit_Terms.pdf,54
Gada,Disease or fever.,Glossary_Sanskrit_Terms.pdf,54
Gada,Club; mace; one of the weapons of Lord Vishnu.,Glossary_Sanskrit_Terms.pdf,54
Gadadhara,Wielder of the Gada; an epithet of Lord Vishnu or Krishna.,Glossary_Sanskrit_Terms.pdf,54
Gagana,Sky; firmament.,Glossary_Sanskrit_Terms.pdf,54
Gaganaravinda,Sky-lotus; a term used to denote an unreal or non-existent thing; the world.,Glossary_Sanskrit_Terms.pdf,54
Gamanakriya,Action of going.,Glossary_Sanskrit_Terms.pdf,54
Gambhira,Deep; magnanimous; dignified; grand; imperious; grave.,Glossary_Sanskrit_Terms.pdf,55
Gambhirya,Gravity of demeanour.,Glossary_Sanskrit_Terms.pdf,55
Ganapati,A Hindu deity; success-bestowing aspect of God.,Glossary_Sanskrit_Terms.pdf,55
Ganapatya,A Hindu sect worshipping God as Ganapati; a member of this sect; pertaining to this sect.,Glossary_Sanskrit_Terms.pdf,55
Gandha,Smell; scent.,Glossary_Sanskrit_Terms.pdf,55
Gandharvanagara,"Fantastic formations of clouds giving the appearance of mansions and cities; therefore, any fanciful conception; the world.",Glossary_Sanskrit_Terms.pdf,55
Gandhatanmatra,Subtle principle or root element of odour.,Glossary_Sanskrit_Terms.pdf,55
Garbhodhaka,The primeval waters.,Glossary_Sanskrit_Terms.pdf,55
Garhapatya,Household.,Glossary_Sanskrit_Terms.pdf,55
Garhapatyagni,One of the three fires of rituals kept by the Hindu householder.,Glossary_Sanskrit_Terms.pdf,55
Garhasthya,The second stage of Hindu social life; the married householder’s life.,Glossary_Sanskrit_Terms.pdf,55
Garima,A power by which a Yogi becomes abnormally heavy; one of the eight major Siddhis.,Glossary_Sanskrit_Terms.pdf,55
Garva,Pride; egotism; arrogance.,Glossary_Sanskrit_Terms.pdf,55
Gatagati,Going and coming; passage after death.,Glossary_Sanskrit_Terms.pdf,55
Gati,State; movement; going.,Glossary_Sanskrit_Terms.pdf,55
Gauna,Secondary; indirect.,Glossary_Sanskrit_Terms.pdf,55
Gaunabhakti,Culture of devotion through rituals as a preliminary course on the path of love or Bhakti.,Glossary_Sanskrit_Terms.pdf,55
Gaunavritti,Figurative sense or secondary sense as in the,Glossary_Sanskrit_Terms.pdf,55
instances,"(1) He is a lion—he is not a lion, but he is as brave as a lion. (2) Agni-manavaka: student is fire—he is not fire, but his face is as brilliant as fire. This is a secondary",Glossary_Sanskrit_Terms.pdf,55
Gayatri,One of the most sacred Vedic Mantras or texts of the Hindus.,Glossary_Sanskrit_Terms.pdf,56
Gayatrividya,The process of meditation taking Gayatri as the symbol of Brahman.,Glossary_Sanskrit_Terms.pdf,56
Ghanaprajna,Massive and undifferentiated consciousness.,Glossary_Sanskrit_Terms.pdf,56
Ghatakasa,the space bounded by the jar.,Glossary_Sanskrit_Terms.pdf,56
Ghatasuddhi,Purification of the physical body.,Glossary_Sanskrit_Terms.pdf,56
Ghrana,Nose.,Glossary_Sanskrit_Terms.pdf,56
Ghrina,Compassion; pity; aversion; contempt.,Glossary_Sanskrit_Terms.pdf,56
Gita,Song; conventionally refers to the renowned sacred text “Bhagavad Gita”; a philosophical text.,Glossary_Sanskrit_Terms.pdf,56
Gonaya,Cow-carrier.,Glossary_Sanskrit_Terms.pdf,56
Gotra,Family; lineage; mountain.,Glossary_Sanskrit_Terms.pdf,56
Graha,Grip; grasp; planet.,Glossary_Sanskrit_Terms.pdf,56
Grahaka,Cogniser; receiver; that which seizes or perceives; sense-organ.,Glossary_Sanskrit_Terms.pdf,56
Grahana,"Organ; acceptance; reception, eclipse.",Glossary_Sanskrit_Terms.pdf,56
Grahya,Fit to be received; sense-object.,Glossary_Sanskrit_Terms.pdf,56
Grama,Village; multitude; collection.,Glossary_Sanskrit_Terms.pdf,56
Granthi,Tie or knot.,Glossary_Sanskrit_Terms.pdf,56
Grihastha,Householder.,Glossary_Sanskrit_Terms.pdf,56
Guda,Anus.,Glossary_Sanskrit_Terms.pdf,56
Gudha,Hidden.,Glossary_Sanskrit_Terms.pdf,56
Gudhavasana,Hidden subtle desire.,Glossary_Sanskrit_Terms.pdf,56
Guha,Cave.,Glossary_Sanskrit_Terms.pdf,56
Guhya,Secret; genital.,Glossary_Sanskrit_Terms.pdf,56
Guhyabhashana,Private talk; one of the breaks of Brahmacharya.,Glossary_Sanskrit_Terms.pdf,56
Guna,Quality born of nature.,Glossary_Sanskrit_Terms.pdf,57
Gunamaya,Full of qualities or attributes.,Glossary_Sanskrit_Terms.pdf,57
Gunasamya,A state where the three Gunas are found in equilibrium; the Supreme Absolute.,Glossary_Sanskrit_Terms.pdf,57
Gunasraya,Dependent on Gunas; consort of the qualities.,Glossary_Sanskrit_Terms.pdf,57
Gunatita,Beyond the Gunas; one who has transcended the three Gunas.,Glossary_Sanskrit_Terms.pdf,57
Gunavada,A statement of quality.,Glossary_Sanskrit_Terms.pdf,57
Guni,Possessor of quality or qualities.,Glossary_Sanskrit_Terms.pdf,57
Guru,Teacher; preceptor.,Glossary_Sanskrit_Terms.pdf,57
Gurukripa,Preceptor’s grace or blessings.,Glossary_Sanskrit_Terms.pdf,57
Gurumantra,Mantra in which one has been initiated by the Guru. H,Glossary_Sanskrit_Terms.pdf,57
Halasana,The plough-pose when the body is made to imitate the Indian plough. Hala means plough.,Glossary_Sanskrit_Terms.pdf,57
Hamsamantra,The Mantra “Soham” automatically an involuntarily uttered by the Jiva with every act of inspiration and expiration.,Glossary_Sanskrit_Terms.pdf,57
Hamsayoga,The teachings of Lord Hari to Brahma an the Kumaras to clear some Yogic doubts. This occurs Srimad Bhagavatam.,Glossary_Sanskrit_Terms.pdf,57
Hana,Abandonment.,Glossary_Sanskrit_Terms.pdf,57
Hanuman,A powerful deity; the son of Wind-God; great devotee of Sri Rama; the famous Monkey who helpe Rama in His fight with Ravana.,Glossary_Sanskrit_Terms.pdf,57
Hari,A being who destroys the evil deeds of those who take refuge in Him. A name of Lord Narayana or Krishna.,Glossary_Sanskrit_Terms.pdf,57
Harsha,Exhilaration; joy.,Glossary_Sanskrit_Terms.pdf,58
Hasya,Mirth or amusement; fun.,Glossary_Sanskrit_Terms.pdf,58
Hathayoga,"A system of Yoga, for gaining control over the physical body and Prana; system of Asanas, Pranayama Bandhas, Mudras and Kriyas.",Glossary_Sanskrit_Terms.pdf,58
Hetu,Cause; reason.,Glossary_Sanskrit_Terms.pdf,58
Hetupanaya,Application of reason.,Glossary_Sanskrit_Terms.pdf,58
Hetvabhasa,Fallacious inference or reason.,Glossary_Sanskrit_Terms.pdf,58
Himsa,Injury.,Glossary_Sanskrit_Terms.pdf,58
Hiranyagarbha,"Cosmic intelligence; the Supreme Lord of the universe; also called Brahma, cosmic Pran Sutratma, Apara-brahma, Maha-brahma or Karya-brahma; Samashti- sukshma-sarira-abhimani (the sum-total of all the subtle bodies); the highest created being through whom the Supreme Being projects the physical universe; cosmic mind.",Glossary_Sanskrit_Terms.pdf,58
Hitanadi,The common name of several nerves leading from the heart where the individual soul enters in deep sleep.,Glossary_Sanskrit_Terms.pdf,58
Hota,The priest who recites the Rig-veda in a sacrifice.,Glossary_Sanskrit_Terms.pdf,58
Hrasva,Short.,Glossary_Sanskrit_Terms.pdf,58
Hridaya,Heart; essential centre.,Glossary_Sanskrit_Terms.pdf,58
Hridaya-dhauti,Cleaning of the heart; cleaning the throat and the chest.,Glossary_Sanskrit_Terms.pdf,58
Hridayagranthi,"The knot of the heart, viz., Avidya, Kama, and Karma.",Glossary_Sanskrit_Terms.pdf,58
Hridayaguha,The cave or chamber of the heart.,Glossary_Sanskrit_Terms.pdf,58
Hridayakamala,Lotus of the heart.,Glossary_Sanskrit_Terms.pdf,58
Hri,Modesty; shame felt in doing wrong action.,Glossary_Sanskrit_Terms.pdf,58
Iccha,Desire.,Glossary_Sanskrit_Terms.pdf,59
Icchasakti,Omnipotent desire-force.,Glossary_Sanskrit_Terms.pdf,59
Ida,"The psychic nerve-current flowing through the left nostril; it is the cooling lunar Nadi as distinguished from Pingala, the heating solar Nadi.",Glossary_Sanskrit_Terms.pdf,59
Idam,This; here.,Glossary_Sanskrit_Terms.pdf,59
Idamta,This-ness.,Glossary_Sanskrit_Terms.pdf,59
Indra,The mind or the soul; the lord of the senses; a Hindu deity; chief of the celestials; the ruler of heaven; the rain- god.,Glossary_Sanskrit_Terms.pdf,59
Indrajala,Illusion or jugglery.,Glossary_Sanskrit_Terms.pdf,59
Indrajalikamayasadrisa,Similar to the illusion created by jugglery; unreal appearances as in dreams.,Glossary_Sanskrit_Terms.pdf,59
Indriya,"The sense of perception; sense-organ; this either the physical external Karma-Indriya (organ of action) or the internal Jnana-Indriya (organ of knowledge, cognition or perception).",Glossary_Sanskrit_Terms.pdf,59
Indriyajnana,Sense-knowledge or perception.,Glossary_Sanskrit_Terms.pdf,59
Indriyarthasannikarsha,Contact with or attraction of the objects to the appropriate sense-organs.,Glossary_Sanskrit_Terms.pdf,59
Isa,Lord.,Glossary_Sanskrit_Terms.pdf,59
Ishta,Object of desire; the chosen ideal; the particular form of God that one is devoted to; a sacrificial rite.,Glossary_Sanskrit_Terms.pdf,59
Ishtadevata,Favourite or tutelary deity.,Glossary_Sanskrit_Terms.pdf,59
Ishtamantra,The Mantra of the chosen or tutelary deity.,Glossary_Sanskrit_Terms.pdf,59
Ishtamurti,Favourite form or image of God.,Glossary_Sanskrit_Terms.pdf,59
Ishtapurta,Sacrificial rites (Ishta) and acts of charit like excavation of public wells (Purta).,Glossary_Sanskrit_Terms.pdf,59
Ishtasiddhi,Attainment of the desired object or goal the name of a book on Vedanta.,Glossary_Sanskrit_Terms.pdf,60
Isvarakoti,Of the degree of God.,Glossary_Sanskrit_Terms.pdf,60
Isvarapranidhana,Devotion to the Lord.,Glossary_Sanskrit_Terms.pdf,60
Isvaraprayatna,God’s Will.,Glossary_Sanskrit_Terms.pdf,60
Isvarapujanam,Worship of the Lord.,Glossary_Sanskrit_Terms.pdf,60
Isvarasrishti,"That which has been created by the Lord such as the elements, etc.",Glossary_Sanskrit_Terms.pdf,60
Itara,The other one.,Glossary_Sanskrit_Terms.pdf,60
Iti,So; thus; this.,Glossary_Sanskrit_Terms.pdf,60
Itihasa,"Epic; a book describing the life and adventures of a hero or heroes. The term is applied to Ramayana and the Mahabharata. The hero of the former is Sri Rama, the son of Dasaratha and of the latter, the five Pandavas. J",Glossary_Sanskrit_Terms.pdf,60
Jada,Insentient; non-intelligent.,Glossary_Sanskrit_Terms.pdf,60
Jada-jada-bheda,Difference between various classes of matter.,Glossary_Sanskrit_Terms.pdf,60
Jada-samadhi,The state of Samadhi induced by Hatha Yogic process in which there is no awareness or illumination as opposed to Chaitanya Samadhi of the Vedantins.,Glossary_Sanskrit_Terms.pdf,60
Jagadguru,World preceptor.,Glossary_Sanskrit_Terms.pdf,60
Jagat,World; changing.,Glossary_Sanskrit_Terms.pdf,60
Jagat-vyapara,World-business.,Glossary_Sanskrit_Terms.pdf,60
Jagradavastha,State of waking consciousness; consciousness of the objective universe.,Glossary_Sanskrit_Terms.pdf,60
Jagrat,Waking condition.,Glossary_Sanskrit_Terms.pdf,60
Jala,Not real; a net; a snare; illusion.,Glossary_Sanskrit_Terms.pdf,60
Jalakasa,"Ether which is reflected together wi clouds, stars, etc., in the water contained in the jar; ether belonging to the water of the jar.",Glossary_Sanskrit_Terms.pdf,61
Jalandharabandha,A Hatha Yogic exercise which the chin is pressed against the chest.,Glossary_Sanskrit_Terms.pdf,61
Jalpa,Wrangling; a method of argumentation in logic.,Glossary_Sanskrit_Terms.pdf,61
Jambunadam,Gold; pertaining to river Jamboo.,Glossary_Sanskrit_Terms.pdf,61
Janaloka,A particular region of the seven high planes; just below Tapoloka.,Glossary_Sanskrit_Terms.pdf,61
Janma,Birth; coming into being.,Glossary_Sanskrit_Terms.pdf,61
Japa,Repetition of God’s Name again and again; repetition of a Mantra.,Glossary_Sanskrit_Terms.pdf,61
Japamaala,Rosary (to count the number of repetitio done).,Glossary_Sanskrit_Terms.pdf,61
Japarahitadhyana,Meditation without repetition of a Mantra.,Glossary_Sanskrit_Terms.pdf,61
Japasahitadhyana,Meditation with the repetition a Mantra.,Glossary_Sanskrit_Terms.pdf,61
Jara,Old age.,Glossary_Sanskrit_Terms.pdf,61
Jarayu,Womb.,Glossary_Sanskrit_Terms.pdf,61
Jarayuja,Viviparous animals (of placental origin).,Glossary_Sanskrit_Terms.pdf,61
Jata,Matted hair.,Glossary_Sanskrit_Terms.pdf,61
Jatharagni,Gastric fire; digestive fire.,Glossary_Sanskrit_Terms.pdf,61
Jati,Species; class; creation.,Glossary_Sanskrit_Terms.pdf,61
Jatismara,Remembrance of the incidents of one’s previous births (whether spontaneously or through special voluntary effort).,Glossary_Sanskrit_Terms.pdf,61
Jatyantaraparinama,Transformation of one genus or species into another.,Glossary_Sanskrit_Terms.pdf,61
Jaya,Victory; mastery.,Glossary_Sanskrit_Terms.pdf,61
Jihva,Tongue or the organ of taste and speech.,Glossary_Sanskrit_Terms.pdf,61
Jijnasa,Desire to know.,Glossary_Sanskrit_Terms.pdf,62
Jijnasu,One who aspires after knowledge; spiritual aspirant.,Glossary_Sanskrit_Terms.pdf,62
Jitendriya,One who has controlled the Indriyas or the senses.,Glossary_Sanskrit_Terms.pdf,62
Jiva,Individual soul with ego.,Glossary_Sanskrit_Terms.pdf,62
Jivachaitanya,Individual consciousness.,Glossary_Sanskrit_Terms.pdf,62
Jivagrama,Living things; multitude of Jivas or individual souls.,Glossary_Sanskrit_Terms.pdf,62
Jiva-jiva-bheda,Difference between one individual and another.,Glossary_Sanskrit_Terms.pdf,62
Jivakoti,Belonging to the category or class of the individual soul.,Glossary_Sanskrit_Terms.pdf,62
Jivanmukta,One who is liberated in this life.,Glossary_Sanskrit_Terms.pdf,62
Jivanmukti,"Liberated in this life, while yet living.",Glossary_Sanskrit_Terms.pdf,62
Jivasrishti,"That which has been created by the Jiva, viz., egoism, mine-ness, etc.",Glossary_Sanskrit_Terms.pdf,62
Jivatma,Individual soul.,Glossary_Sanskrit_Terms.pdf,62
Jivesvarabheda,Difference between the individ soul and God; the fundamental tenet of the dualistic school of thought.,Glossary_Sanskrit_Terms.pdf,62
Jnana,"Knowledge; wisdom of the Reality or Brahman, Absolute.",Glossary_Sanskrit_Terms.pdf,62
Jnanabhumika,Step or stage or degree in the attainment of knowledge.,Glossary_Sanskrit_Terms.pdf,62
Jnanabhyasa,A term generally used for the Vedanta mode of Sadhana.,Glossary_Sanskrit_Terms.pdf,62
Jnanachakshu,Eye of wisdom or eye of intuition.,Glossary_Sanskrit_Terms.pdf,62
Jnanagni,Fire of spiritual knowledge or wisdom.,Glossary_Sanskrit_Terms.pdf,62
Jnanakanda,The section of the Vedas dealing main with,Glossary_Sanskrit_Terms.pdf,62
Jnanakara,Of the form of wisdom; Brahman; sage.,Glossary_Sanskrit_Terms.pdf,63
Jnanakasa,The ether of knowledge; Brahman.,Glossary_Sanskrit_Terms.pdf,63
Jnanamarga,The path of Knowledge; Jnana Yoga.,Glossary_Sanskrit_Terms.pdf,63
Jnanamaya,Full of knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jnananishtha,Established in the knowledge of the Self.,Glossary_Sanskrit_Terms.pdf,63
Jnanasakti,Power of knowing; the omnipotent universal force of knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jnanasphurti,Flash of knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jnanasvarupa,Of the very nature or embodiment knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jnanatantra,The Tantric text that treats of highe knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jnanayajna,"Dissemination of knowledge; the Sadhana for, and the attainment of, knowledge, conceived of as a offering or divine sacrifice; offering of the individual to the Supreme.",Glossary_Sanskrit_Terms.pdf,63
Jnanayoga,The path of knowledge; meditation through wisdom; constantly and seriously thinking on the true nature of the Self as taught by the Guru.,Glossary_Sanskrit_Terms.pdf,63
Jnanayogi,One practising the scheduled discipline of the path of knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jnanendriya,"Five internal organs of perception; sense of sight, hearing, taste, touch and smell.",Glossary_Sanskrit_Terms.pdf,63
Jnanodaya,Dawn of knowledge.,Glossary_Sanskrit_Terms.pdf,63
Jneya,Knowable; to be known.,Glossary_Sanskrit_Terms.pdf,63
Jyeshtha,The eldest; the best.,Glossary_Sanskrit_Terms.pdf,63
Jyeshtha,A star.,Glossary_Sanskrit_Terms.pdf,63
Jyotih,Illumination; luminosity; effulgence.,Glossary_Sanskrit_Terms.pdf,63
Jyotirdhyana,Meditation on the supreme Light.,Glossary_Sanskrit_Terms.pdf,64
Jyotirmaya,Full (mass) of light.,Glossary_Sanskrit_Terms.pdf,64
Jyotishmat,Full of light.,Glossary_Sanskrit_Terms.pdf,64
Jyotihsvarupa,Of the form of light. K,Glossary_Sanskrit_Terms.pdf,64
Ka,Brahma; Vishnu; Cupid; Fire; Wind; Death; Sun; a king; joint; peacock; bird; mind; body; time; cloud; so hair; light; wealth; joy.,Glossary_Sanskrit_Terms.pdf,64
Kaala,Time; death or Yama.,Glossary_Sanskrit_Terms.pdf,64
Kaalachakra,Wheel of time.,Glossary_Sanskrit_Terms.pdf,64
Kaalatita,Beyond time.,Glossary_Sanskrit_Terms.pdf,64
Kaivalya,Transcendental state of Absolute Indepenence; Moksha; isolation; final beatitude; emancipation.,Glossary_Sanskrit_Terms.pdf,64
Kaivalya-moksha,Isolated freedom. The Jnani at once gets Jivanmukti state by becoming one with Brahman while living. This is termed Pralaya also. Final emancipation.,Glossary_Sanskrit_Terms.pdf,64
Kala,Part; ray; art.,Glossary_Sanskrit_Terms.pdf,64
Kalasakti,"The power or skill in arts, viz., literature, architecture, etc.",Glossary_Sanskrit_Terms.pdf,64
